,Tweet,corpus
1609,"🇺🇸👑✨Congratulations Miss Universe! 👏❤️🇺🇸👑✨
Black to black gown👀
harnaaz to rbonney 👑🇺🇸 #MissUniverse2022",congratulation miss universe black black gown harnaaz rbonney missuniverse
1610,"¿Cómo por qué o qué? Si la venezolana tenía escrito el ""Miss Universe"" en la frente. 🤨",c mo por qu qu si la venezolana ten escrito el miss universe en la frente
1611,You can never take away 🇵🇭 in Ms. U. 😂😉 Congrats Ms. USA!!,never take away m u congrats m usa
1612,🤡🤡🤡🤡🤡🤡,
1613,ME ENCANTA COMO SE ATACARONNNNNNNN🔥 #FRAUDE,encanta como se atacaronnnnnnnn fraude
1614,Más falso que los te amo de mi ex,falso que los te amo de mi ex
1615,https://t.co/cWMX4Aite0,http co cwmx aite
1616,"she earned that with her answers but fr, DR should've been the 1st runner up",earned answer fr dr st runner
1617,😭😭😭😭❤️,
1618,"May dugong Pinoy parin ang nag wagi! Congrats R'Bonney! 🇵🇭🇺🇲
Still Congrats Celeste! 👏🏻🎉 #PinoyPride #MissUniverse2022",may dugong pinoy parin ang nag wagi congrats r bonney still congrats celeste pinoypride missuniverse
1619,Hasta la misma miss usa se quedó como que YO???,hasta la misma miss usa se qued como que yo
1620,😳 https://t.co/B7y38szvfu,http co b szvfu
1621,"Y arrancamos el 2023 con esta injusticia...
Que riñones",arrancamos el con esta injusticia que ri one
1622,La mujeres de atrás: khe?,la mujeres de atr khe
1623,El peor robo de la historia del miss o por lo menos el más descarado,el peor robo de la historia del miss por lo menos el descarado
1624,Mamense un guevo en cruz,mamense un guevo en cruz
1625,BULLSHIT.,bullshit
1626,"The Queen of the Universe is a Filipina, too! #MissUniverse #MissUniverse2022 #MissUSA Mabuhay!!!",queen universe filipina missuniverse missuniverse missusa mabuhay
1627,Venezuela deserved to win,venezuela deserved win
1628,a choradeira nas replies kkkkkkkkk realmente julgando pela ultima rodada de q&amp;a foi merecido sim......,choradeira na reply kkkkkkkkk realmente julgando pela ultima rodada de q amp foi merecido sim
1629,No sé como ganó si se sabía que el Miss USA estaba arreglado y además la policía de Texas encontró restos humanos y evidencia de canibalismo hace 3 años en apartamento en Houston.,como gan si se sab que el miss usa estaba arreglado adem la polic de texas encontr restos humanos evidencia de canibalismo hace o en apartamento en houston
1630,FUE COMPRADOOOOO que robo,fue compradooooo que robo
1631,FRAUDE,fraude
1632,que robo xd,que robo xd
1633,CONGRATULATIONS MS. USA!!,congratulation m usa
1634,No se lo creía nadie 🤡🫠🤷🏻‍♀️ #MissUniverse,se lo cre nadie missuniverse
1635,sientate en la corona y brinca en las púas,sientate en la corona brinca en la p
1636,🇺🇲🇵🇭,
1637,👏🎉,
1638,"Amanda deserved that crown, she has everything to represent the universe, but of course USA, FRAUD!",amanda deserved crown everything represent universe course usa fraud
1639,"Ni el PLD se atrevió a tanto como el Miss Universo con la coronación de este año.
#AndreinaMartinez #MissUniverse2022",ni el pld se atrevi tanto como el miss universo con la coronaci n de este andreinamartinez missuniverse
1640,Waaa filipina pride pa din 🤩🤩😍 congrats MISS USA.,waaa filipina pride pa din congrats miss usa
1641,"NOS ROBARON LA CORONA. 
TANTO CAMBIO DE DUEÑOS Y PAJA Y AHI ESTÁ USA CORONADA SIN MERECERLO.",no robaron la corona tanto cambio de due o paja ahi est usa coronada sin merecerlo
1642,iba a abrazar a amanda y se quitó hahajajahahajajaj,iba abrazar amanda se quit hahajajahahajajaj
1643,Ni ella misma se lo cree,ni ella misma se lo cree
1644,"ROBOOOOOOOOOOOO!!!!!!
TRAMPAAAAAAA!!!!!",roboooooooooooo trampaaaaaaa
1645,Venezuela had the look but USA had the consistency and the answers.,venezuela look usa consistency answer
1646,Venezuela's 9/11,venezuela
1647,Meeeeeeh,meeeeeeh
1648,Se prendió está ñelda,se prendi est elda
1649,"AMANDA WAS ROBBED, miss usa didn't even have the sparkle but I guess money = winning",amanda robbed miss usa even sparkle guess money winning
1650,Lo cancelo. La sangre de Cristo tiene poder.,lo cancelo la sangre de cristo tiene poder
1651,"Una aberración mundial, son peores que los Tigres de Aragua y su humildad, que el Caracas y su #21 y que el Magallanes con su fé en Bruce Rondón",una aberraci n mundial son peores que los tigres de aragua su humildad que el caracas su que el magallanes con su f en bruce rond n
1652,I'm about to beat this bitch up.,beat bitch
1653,LET'S GO OUR FIL AM QUEEN &lt;3,let go fil queen lt
1654,Baca2 komen kt bawah tu semua tak setuju USA dapat Miss Universe. Ingat aku sorang je tak setuju.,baca komen kt bawah tu semua tak setuju usa dapat miss universe ingat aku sorang je tak setuju
1655,ni ellos se la creen,ni ellos se la creen
1656,"Ni USA se creía la vaina, hasta ella sabía que era Venezuela.",ni usa se cre la vaina hasta ella sab que era venezuela
1657,fil'am oh pak bumawi,fil oh pak bumawi
1658,LA REACCIÓN DE LAS MISSES ATRÁS,la reacci n de la miss atr
1659,CONGRATSSSSS MISS USA,congratsssss miss usa
1660,Que se mamen uno del tamaño del obelisco,que se mamen uno del tama del obelisco
1661,"Bro at least don't make it too obvious, what do u mean that Venezuela didn't won?",bro least make obvious u mean venezuela
1662,"Si R'Bonney ang Gabriela 2.0 HAHAHAH
#MissUniverse2022",si r bonney ang gabriela hahahah missuniverse
1663,"Grande Amanda, eres la verdadera Miss Universo.",grande amanda eres la verdadera miss universo
1664,#MissUniverse https://t.co/BVNIeKnIvP,missuniverse http co bvnieknivp
1665,"No les da pena que hasta eso se roban?? 
Parecen familiares de @JuanOrlandoH",le da pena que hasta eso se roban parecen familiares de juanorlandoh
1666,Ni ella entendió,ni ella entendi
1667,"Congratulations Ms. USA, the new #MissUniverse2023 she's half Filipino and still congratulations Ms. Philippines for good performance even you did not get in to top 16, we are still proud of you.",congratulation m usa new missuniverse half filipino still congratulation m philippine good performance even get top still proud
1668,a FILIPINO....... HOUSTON BADDIE,filipino houston baddie
1669,"Lean los comentarios!!!! 😱 Y no solo de los Venezolanos.  Amanda, es la ganadora de la audiencia! Punto.",lean los comentarios solo de los venezolanos amanda e la ganadora de la audiencia punto
1670,Es que ni cerca le llegaba la de USA a Amanda Dudamel 😱,e que ni cerca le llegaba la de usa amanda dudamel
1671,Que mujer tan fea USA,que mujer tan fea usa
1672,https://t.co/2SFbwhMjq8,http co sfbwhmjq
1673,ESA MIERDA ESTA COMPRADISIMA DEVOLVEME LA CORONA PA LA VERDADERA REINA Q VOS Y YO NOS VAMOS A ENCONTRAR Y VAS A CONOCERME DE VERDAD,esa mierda esta compradisima devolveme la corona pa la verdadera reina q vos yo no vamos encontrar va conocerme de verdad
1674,Even the other participants were like Wtf?????? They all expected to be venezuela,even participant like wtf expected venezuela
1675,Que robo por Dios Venezuela estuvo mucho mejor.,que robo por dios venezuela estuvo mucho mejor
1676,te amo Venezuela,te amo venezuela
1677,#MissUniverse2022  se resume a.... https://t.co/0wOdiXNxED,missuniverse se resume http co wodixnxed
1678,Menos mal no vi el fraude. Solo leí a unas tuiteras por ahí.,menos mal vi el fraude solo le unas tuiteras por ah
1679,"se ve que la tipa era hasta castrosa porque el impacto de Amanda fue tal que ni la abrazo.

Soy Kosovo atrás",se que la tipa era hasta castrosa porque el impacto de amanda fue tal que ni la abrazo soy kosovo atr
1680,NO SUPERO ESTE MOMENTO.,supero este momento
1681,fraude,fraude
1682,https://t.co/4lHQ5qpNjw,http co lhq qpnjw
1683,QUE INSULTO,que insulto
1684,"Bueno, de pronto un día de estos les da pena por este choreo a Venezuela 🥷",bueno de pronto un de estos le da pena por este choreo venezuela
1685,No el CNN de Venezuela se atrevió a tanto 😡😡😡,el cnn de venezuela se atrevi tanto
1686,"horrorosa, nada más que decir",horrorosa nada que decir
1687,Perdoname chiquis pero fue hueveyo heavy de la corona #MissUniverse2023,perdoname chiquis pero fue hueveyo heavy de la corona missuniverse
1688,pero por favor HASTA LAS DEMÁS CONCURSANTES QUEDARON CON CARA DE 😐,pero por favor hasta la dem concursantes quedaron con cara de
1689,un robo,un robo
1690,Expected naman na sa galing nya at sa advocacy nya. Tagal na din nila hindi nagka-crown ahhh,expected naman na sa galing nya sa advocacy nya tagal na din nila hindi nagka crown ahhh
1691,Ni ella se podía creer que ganó! Resultados horrorosos,ni ella se pod creer que gan resultados horrorosos
1692,"i knew na may laban talaga siya. An empowered woman. Congrats, Miss USA!!",knew na may laban talaga siya empowered woman congrats miss usa
1693,el peor robo de la historia borren YA,el peor robo de la historia borren ya
1694,Go Miss U.S.A,go miss u
1695,COMPRADO,comprado
1696,"La cara y lenguaje corporal de todas las carajas atrás gritaba ""¡Fraude!""",la cara lenguaje corporal de toda la carajas atr gritaba fraude
1697,"La palabra fraude se creó a partir de este momento 
#MissUniverse2022",la palabra fraude se cre partir de este momento missuniverse
1698,once again we were robbed mis hermanos venezolanos https://t.co/nPaTmjdwCR,robbed mi hermanos venezolanos http co npatmjdwcr
1699,👏🏼👏🏼👏🏼🇺🇲🇵🇭,
1700,CALLATE QUE ESA CORONA ERA DE AMANDA,callate que esa corona era de amanda
1701,"No wonder! After everything that she went through, she deserved it! A strong, independent, and inspiring woman of the Universe! PHENOMENAL, INDEED! ✨🌌 

Sana sa Pilipinas ka sumali para ikaw na sana ang pang lima sana! 🥲 #MissUniverse2022 #MissUSA",wonder everything went deserved strong independent inspiring woman universe phenomenal indeed sana sa pilipinas ka sumali para ikaw na sana ang pang lima sana missuniverse missusa
1702,Para mí Amanda es nuestra reina💚,para amanda e nuestra reina
1703,🤣🤣🤣 https://t.co/2XYZ7sH3vx,http co xyz sh vx
1704,Bro que robo,bro que robo
1705,Nos robaron y uds lo saben,no robaron uds lo saben
1706,"Sem querer acusar ninguém de nada, mas isso tá com cheiro de falcatrua das grandes. Vsf, a miss Venezuela era muito superior",sem querer acusar ningu de nada ma isso com cheiro de falcatrua da grandes vsf miss venezuela era muito superior
1707,Aló Tibisay?,al tibisay
1708,venezuela merecía,venezuela merec
1709,"Esa corona estaba entre Venezuela y República Dominicana.
Más pa República Dominicana 🇩🇴 y miren eso.",esa corona estaba entre venezuela rep blica dominicana pa rep blica dominicana miren eso
1710,@AmandaDudamel is the most beautiful queen. #MissVenezuela,amandadudamel beautiful queen missvenezuela
1711,"On the other side of the convo, the cons pearl-clutching over whether or not a miss universe is trans or not when they are all celebrating the beauty of femininity and they ALL look very feminine regardless is giga cringe too.",side convo con pearl clutching whether miss universe trans celebrating beauty femininity look feminine regardless giga cringe
1712,Tibisay Lucena está metida en este certamen,tibisay lucena est metida en este certamen
1713,"#MissUniverse2022 
#MissUSA",missuniverse missusa
1714,This shit is rigged and the last bit of transparency this shitty pageant had is now gone.,shit rigged last bit transparency shitty pageant gone
1715,Haaaaa😳😳😳😳😳😳 how ??,haaaaa
1716,The worst wins it all,worst win
1717,Solo Maduro y su combo ha robado más que el #MissUniverse2022 a Venezuela.,solo maduro su combo ha robado que el missuniverse venezuela
1718,"Well, at least she doesn't look white.",well least look white
1719,Así quedamos todos 🤡🤡🤡,quedamos todos
1720,จ้าพี่ ส่งท้ายเจ้าของเก่าซะหน่อยเนาะ ผิดที่ฉันพูดมั้ยล่ะ  555555555555555555555555555,
1721,congrats!! #MissUniverse2022,congrats missuniverse
1722,FRAUDE FRAUDE FRAUDE,fraude fraude fraude
1723,"It's destiny. It's in her name. Nola wins in NOLA.

Congrats, R'Bonney Nola Gabriel. Miss USA

#MissUniverse2022",destiny name nola win nola congrats r bonney nola gabriel miss usa missuniverse
1724,https://t.co/vvL5OOuky3,http co vvl oouky
1725,https://t.co/Wt3R4hzKjx,http co wt r hzkjx
1726,Vayan a joder a otro lado.,vayan joder otro lado
1727,ROBOOOO,roboooo
1728,AMANDA es nuestra reina sentimental,amanda e nuestra reina sentimental
1729,https://t.co/zipmeLv3sS,http co zipmelv s
1730,Nos malandriaron la corona.,no malandriaron la corona
1731,EEUU gana el certamen de Miss Universo 👑,eeuu gana el certamen de miss universo
1732,DESERVE! ✊,deserve
1733,lo indignada que estoy,lo indignada que estoy
1734,Les roba Maduro y ahora le roba el MU #MissUniverse2022,le roba maduro ahora le roba el mu missuniverse
1735,"No es porque yo sea venezolano pero, miss usa es horrible. Lo siento",e porque yo sea venezolano pero miss usa e horrible lo siento
1736,Hahaha I love how she was so clueless  when Jeannie said USA. 🤣🤣🤣,hahaha love clueless jeannie said usa
1737,Q ROBOOOO,q roboooo
1738,Era Venezuela la ganadora 😠 🇻🇪🇻🇪🇻🇪🇻🇪,era venezuela la ganadora
1739,RIGGED,rigged
1740,¡Fraudeeeee! Eligieron al Twingo 🥺😞,fraudeeeee eligieron al twingo
1741,Ven como nadie se acerca abrazar a eeuu porque nadie la quería como ganadora seguramente,ven como nadie se acerca abrazar eeuu porque nadie la quer como ganadora seguramente
1742,PINOY PRIDE PA RIN 🇵🇭🇺🇲 #MissUniverse2022,pinoy pride pa rin missuniverse
1743,"there were better candidates, pero ok",better candidate pero ok
1744,https://t.co/ExqhEmkIti,http co exqhemkiti
1745,Estos hp traicioneros que no le dieron la corona a la verdadera reina,estos hp traicioneros que le dieron la corona la verdadera reina
1746,Parece que ni ella creyó que le ganó a miss Venezuela 😯,parece que ni ella crey que le gan miss venezuela
1747,okay pinay gihapon hashahah congratulations !!!!,okay pinay gihapon hashahah congratulation
1748,Le pire c'est qu'elle n'a pas bien prononcé USA ça aurait pu grandement prêter à confusion ! #MissUniverse #MissUniverse2023,le pire c est qu elle n pa bien prononc usa aurait pu grandement pr ter confusion missuniverse missuniverse
1749,La estafa del siglo,la estafa del siglo
1750,https://t.co/AMylQzQXJD,http co amylqzqxjd
1751,Uma das piores vencedoras dos últimos anos! #MissUniverse2022,uma da piores vencedoras do ltimos ano missuniverse
1752,😂😂😂😂 https://t.co/WThKNk17xA,http co wthknk xa
1753,si? casi te pregunto https://t.co/8XChvmJjqH,si casi te pregunto http co xchvmjjqh
1754,"Todo era muy perfecto para ser cierto🥺😓🤡 la combinación del vestido con la corona, su hermosa cara sus vibes y humildad 💛💙❤",todo era muy perfecto para ser cierto la combinaci n del vestido con la corona su hermosa cara sus vibe humildad
1755,GANÓ VENEZUELA PARA QUE SEPAN https://t.co/CF9CefB24E,gan venezuela para que sepan http co cf cefb e
1756,!!????????,
1757,congrats madiii,congrats madiii
1758,Ladrones,ladrones
1759,Les extraterrestres vont voir flou quand ils vont apprendre qu'on décerne des titres concernant l'univers sans les inclure.,le extraterrestres vont voir flou quand il vont apprendre qu cerne de titre concernant l univers sans le inclure
1760,Same as last YEAR! The politics! Or the MONEY can stole! The podium to the FAIR Winner! @MissUniverse SHAME SHAME SHAME,last year politics money stole podium fair winner missuniverse shame shame shame
